address,bathrooms,country,detailedType_typology,detailedType_subTypology,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,numPhotos,operation,hasParkingSpace,parkingSpaceIncluded,parkingSpacePrice,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts_subtitle,suggestedTexts_title,thumbnail,url,geopoint
barrio Recoletos,2,es,flat,,1687,Salamanca,True,141242,1,False,False,True,True,False,40.4228578,-3.6859724,Madrid,Recoletos,False,40,rent,,,,2100.0,19.0,8.2732322E7,flat,Madrid,2,False,112.0,good,"Recoletos, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0a/bc/89/603621720.jpg,https://www.idealista.com/inmueble/82732322/,POINT(-3.6859724 40.4228578)
"calle de Almagro, Madrid, 30",1,es,flat,,1804,Chamberí,True,,-1,False,False,True,False,False,40.4302528,-3.692527,Madrid,Almagro,False,28,rent,,,,1000.0,20.0,8.2710996E7,flat,Madrid,2,True,50.0,good,"Almagro, Madrid","Piso en calle de Almagro, Madrid, 30",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/a1/8b/603225714.jpg,https://www.idealista.com/inmueble/82710996/,POINT(-3.692527 40.4302528)
"calle de Hernani, Madrid, 66",1,es,flat,,3530,Tetuán,True,FRdA18,6,False,False,True,True,False,40.4478368,-3.6963058,Madrid,Cuatro Caminos,False,27,rent,True,True,,1600.0,18.0,8.3242655E7,flat,Madrid,2,True,90.0,good,"Cuatro Caminos, Madrid","Piso en calle de Hernani, Madrid, 66",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/90/4f/615769717.jpg,https://www.idealista.com/inmueble/83242655/,POINT(-3.6963058 40.4478368)
calle Ábrego,4,es,flat,,8420,Zona Prado de Somosaguas - La Finca,True,POZ 62458,3,False,False,True,False,False,40.4086759,-3.803068,Pozuelo de Alarcón,Prado de Somosaguas,False,25,rent,True,False,100.0,2000.0,9.0,4.0571586E7,flat,Madrid,4,False,220.0,good,"Prado de Somosaguas, Pozuelo de Alarcón",Piso en calle Ábrego,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/39/f6/285624325.jpg,https://www.idealista.com/inmueble/40571586/,POINT(-3.803068 40.4086759)
"calle de Poniente, Madrid",3,es,flat,,6380,Chamartín,True,M-56-00072,1,False,False,True,True,False,40.4710255,-3.6800602,Madrid,Castilla,False,68,rent,True,True,,3200.0,19.0,8.2921267E7,flat,Madrid,4,False,165.0,good,"Castilla, Madrid","Piso en calle de Poniente, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/68/cf/607601178.jpg,https://www.idealista.com/inmueble/82921267/,POINT(-3.6800602 40.4710255)
barrio Sol,1,es,flat,,468,Centro,True,RP177201846793,5,False,False,True,False,False,40.4168606,-3.7096848,Madrid,Sol,False,29,rent,,,,900.0,24.0,8.2357743E7,flat,Madrid,1,False,37.0,good,"Sol, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/67/b1/596484036.jpg,https://www.idealista.com/inmueble/82357743/,POINT(-3.7096848 40.4168606)
"calle Serrano, 145",1,es,flat,,3631,Chamartín,True,2800-015237-01,0,False,False,True,False,False,40.4460124,-3.6853564,Madrid,El Viso,False,26,rent,,,,1450.0,22.0,8.3168741E7,flat,Madrid,1,True,66.0,good,"El Viso, Madrid","Piso en calle Serrano, 145",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/6b/df/612645422.jpg,https://www.idealista.com/inmueble/83168741/,POINT(-3.6853564 40.4460124)
barrio Recoletos,2,es,flat,,1364,Salamanca,True,AV-1018,7,False,False,True,True,False,40.4210808,-3.6891332,Madrid,Recoletos,False,13,rent,True,True,,3200.0,23.0,8.2923221E7,flat,Madrid,2,False,140.0,good,"Recoletos, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8f/6f/06/608863825.jpg,https://www.idealista.com/inmueble/82923221/,POINT(-3.6891332 40.4210808)
"corredera baja de San Pablo, 10",1,es,flat,,600,Centro,False,,1,False,False,False,False,False,40.422052,-3.704316,Madrid,Malasaña-Universidad,False,29,rent,,,,1000.0,17.0,8.3045251E7,flat,Madrid,1,True,59.0,good,"Malasaña-Universidad, Madrid","Piso en corredera baja de San Pablo, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/5d/a8/610493895.jpg,https://www.idealista.com/inmueble/83045251/,POINT(-3.704316 40.422052)
"MAGDALENA, 29",1,es,flat,,584,Centro,False,MGD292,3,False,False,False,False,True,40.4124422,-3.7000263,Madrid,Lavapiés-Embajadores,False,23,rent,,,,1000.0,15.0,8.2906297E7,flat,Madrid,2,True,65.0,good,"Lavapiés-Embajadores, Madrid","Piso en MAGDALENA, 29",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fc/3d/99/607341252.jpg,https://www.idealista.com/inmueble/82906297/,POINT(-3.7000263 40.4124422)
barrio Pinar del Rey,2,es,chalet,terracedHouse,7990,Hortaleza,False,791,-1,True,False,False,False,False,40.471185,-3.6426571,Madrid,Pinar del Rey,False,18,rent,,,,860.0,10.0,8.158472E7,chalet,Madrid,2,False,88.0,good,"Pinar del Rey, Madrid",Chalet adosado,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/41/a5/606537653.jpg,https://www.idealista.com/inmueble/81584720/,POINT(-3.6426571 40.471185)
calle de Bravo Murillo,1,es,flat,,2261,Chamberí,True,RP75201849089,3,False,False,True,False,False,40.4369314,-3.7062048,Madrid,Arapiles,False,16,rent,,,,1000.0,17.0,8.3020226E7,flat,Madrid,2,False,60.0,good,"Arapiles, Madrid",Piso en calle de Bravo Murillo,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e2/56/df/609935844.jpg,https://www.idealista.com/inmueble/83020226/,POINT(-3.7062048 40.4369314)
calle de Toledo,1,es,flat,,891,Centro,True,toledo6,1,False,False,False,False,False,40.4094537,-3.7088009,Madrid,Lavapiés-Embajadores,False,17,rent,,,,890.0,16.0,8.3258383E7,flat,Madrid,1,False,55.0,good,"Lavapiés-Embajadores, Madrid",Piso en calle de Toledo,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/31/b4/614555496.jpg,https://www.idealista.com/inmueble/83258383/,POINT(-3.7088009 40.4094537)
calle Toledo,4,es,chalet,independantHouse,11448,Urbanizaciones,False,3385-03318,0,False,False,False,False,False,40.41999,-3.83933,Pozuelo de Alarcón,La Cabaña,False,27,rent,True,True,,2900.0,8.0,8.2573121E7,chalet,Madrid,6,False,370.0,good,"La Cabaña, Pozuelo de Alarcón",Casa independiente en calle Toledo,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/e3/cb/600448455.jpg,https://www.idealista.com/inmueble/82573121/,POINT(-3.83933 40.41999)
calle Pelayo,3,es,flat,,869,Centro,True,MVH-A3002,2,False,False,True,False,False,40.4223232,-3.6970858,Madrid,Chueca-Justicia,False,21,rent,,,,2000.0,12.0,8.320745E7,flat,Madrid,4,False,170.0,good,"Chueca-Justicia, Madrid",Piso en calle Pelayo,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/71/07/613513518.jpg,https://www.idealista.com/inmueble/83207450/,POINT(-3.6970858 40.4223232)
"calle Magallanes, Madrid",1,es,flat,,1817,Chamberí,False,,4,False,False,True,False,False,40.4329857,-3.7049995,Madrid,Arapiles,False,9,rent,,,,850.0,17.0,8.3376523E7,flat,Madrid,1,False,50.0,good,"Arapiles, Madrid","Piso en calle Magallanes, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/10/ce/616822804.jpg,https://www.idealista.com/inmueble/83376523/,POINT(-3.7049995 40.4329857)
"calle Villa de Marin, Madrid, 28",2,es,flat,,6716,Fuencarral,True,BK-01833,11,False,False,True,False,False,40.476857,-3.6976292,Madrid,La Paz,False,38,rent,True,False,80.0,1050.0,12.0,8.2967317E7,flat,Madrid,2,True,88.0,good,"La Paz, Madrid","Piso en calle Villa de Marin, Madrid, 28",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/61/19/00/608877591.jpg,https://www.idealista.com/inmueble/82967317/,POINT(-3.6976292 40.476857)
"paseo de la Castellana, Madrid",3,es,flat,,6040,Tetuán,True,02.1,7,False,False,True,False,False,40.4698189,-3.6895031,Madrid,Ventilla-Almenara,False,28,rent,,,,2000.0,13.0,8.2653439E7,flat,Madrid,2,False,152.0,good,"Ventilla-Almenara, Madrid","Piso en paseo de la Castellana, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/06/3d/609507339.jpg,https://www.idealista.com/inmueble/82653439/,POINT(-3.6895031 40.4698189)
"calle de Poniente, 25",3,es,flat,,6160,Chamartín,True,,1,False,False,True,True,False,40.4694255,-3.6819602,Madrid,Castilla,False,20,rent,True,True,,3200.0,16.0,8.2752055E7,flat,Madrid,4,True,194.0,good,"Castilla, Madrid","Piso en calle de Poniente, 25",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/9e/de/607288128.jpg,https://www.idealista.com/inmueble/82752055/,POINT(-3.6819602 40.4694255)
henri dunant,1,es,flat,,5292,Chamartín,True,,6,False,False,True,True,False,40.4621081,-3.6856157,Madrid,Nueva España,False,18,rent,,,,1450.0,16.0,3.3694929E7,flat,Madrid,1,False,90.0,good,"Nueva España, Madrid",Piso en henri dunant,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f4/e0/e6/151033079.jpg,https://www.idealista.com/inmueble/33694929/,POINT(-3.6856157 40.4621081)
"calle Marqués Viudo de Pontejos, 13",1,es,flat,,162,Centro,True,,3,False,False,True,True,False,40.4156991,-3.7056086,Madrid,Sol,False,27,rent,,,,1500.0,17.0,2.6722165E7,flat,Madrid,2,True,90.0,good,"Sol, Madrid","Piso en calle Marqués Viudo de Pontejos, 13",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/7b/de/608667951.jpg,https://www.idealista.com/inmueble/26722165/,POINT(-3.7056086 40.4156991)
calle Duque de Sesto,3,es,flat,penthouse,2739,Salamanca,False,51E3F2LA,7,False,False,True,False,True,40.4215715,-3.6724499,Madrid,Goya,False,30,rent,,,,2000.0,12.0,8.1650933E7,penthouse,Madrid,3,False,165.0,good,"Goya, Madrid",Ático en calle Duque de Sesto,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/6a/21/581570977.jpg,https://www.idealista.com/inmueble/81650933/,POINT(-3.6724499 40.4215715)
"calle de Toledo, 69",1,es,flat,,745,Centro,False,,4,False,False,True,True,False,40.4108629,-3.7086064,Madrid,Lavapiés-Embajadores,False,29,rent,,,,1350.0,23.0,8.2869191E7,flat,Madrid,1,True,60.0,good,"Lavapiés-Embajadores, Madrid","Piso en calle de Toledo, 69",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/10/39/606701562.jpg,https://www.idealista.com/inmueble/82869191/,POINT(-3.7086064 40.4108629)
barrio Castilla,2,es,flat,,6015,Chamartín,True,,-1,False,False,True,False,False,40.4654401,-3.6734411,Madrid,Castilla,False,23,rent,,,,2100.0,11.0,8.2618096E7,flat,Madrid,3,False,185.0,good,"Castilla, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2b/a0/6e/601384166.jpg,https://www.idealista.com/inmueble/82618096/,POINT(-3.6734411 40.4654401)
"calle del Amparo, Madrid",1,es,flat,,1075,Centro,True,J 1599,3,False,False,True,False,False,40.4070421,-3.7027373,Madrid,Lavapiés-Embajadores,False,8,rent,,,,1000.0,13.0,8.3300285E7,flat,Madrid,1,False,75.0,good,"Lavapiés-Embajadores, Madrid","Piso en calle del Amparo, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/23/8d/615329669.jpg,https://www.idealista.com/inmueble/83300285/,POINT(-3.7027373 40.4070421)
barrio Jerónimos,2,es,flat,,1377,Retiro,True,,2,False,False,True,False,False,40.4126214,-3.6887819,Madrid,Jerónimos,False,27,rent,True,False,200.0,3000.0,15.0,8.2727837E7,flat,Madrid,3,False,200.0,good,"Jerónimos, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/70/0d/603537102.jpg,https://www.idealista.com/inmueble/82727837/,POINT(-3.6887819 40.4126214)
"calle de Rodríguez San Pedro, Madrid",2,es,flat,,1851,Chamberí,True,1428/585,3,False,False,True,False,True,40.4320744,-3.7124083,Madrid,Arapiles,False,35,rent,,,,2000.0,13.0,8.2925149E7,flat,Madrid,2,False,154.0,good,"Arapiles, Madrid","Piso en calle de Rodríguez San Pedro, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/6f/f6/607680945.jpg,https://www.idealista.com/inmueble/82925149/,POINT(-3.7124083 40.4320744)
"calle de Costa Rica, 15",1,es,flat,,5369,Chamartín,False,116,2,False,False,True,False,False,40.458706,-3.6729606,Madrid,Nueva España,False,12,rent,,,,1000.0,16.0,8.3220885E7,flat,Madrid,2,True,63.0,good,"Nueva España, Madrid","Piso en calle de Costa Rica, 15",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/49/81/38/614390960.jpg,https://www.idealista.com/inmueble/83220885/,POINT(-3.6729606 40.458706)
"calle Saavedra Fajardo, 16",1,es,flat,,1801,Latina,True,2808-015011-01,4,False,False,True,False,False,40.4136202,-3.7250632,Madrid,Puerta del Ángel,False,17,rent,,,,960.0,14.0,8.2636805E7,flat,Madrid,3,True,70.0,good,"Puerta del Ángel, Madrid","Piso en calle Saavedra Fajardo, 16",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fb/ea/3a/617442476.jpg,https://www.idealista.com/inmueble/82636805/,POINT(-3.7250632 40.4136202)
"camarena, 113",2,es,flat,,5159,Latina,True,3516-00009,3,False,False,True,False,False,40.3915099,-3.75538,Madrid,Aluche,False,40,rent,True,True,,1000.0,9.0,8.1285119E7,flat,Madrid,3,True,113.0,good,"Aluche, Madrid","Piso en camarena, 113",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/c3/33/600250072.jpg,https://www.idealista.com/inmueble/81285119/,POINT(-3.75538 40.3915099)
"avenida del Manzanares, 162",1,es,flat,,2362,Carabanchel,False,,5,False,False,True,True,False,40.3956962,-3.7087221,Madrid,Comillas,False,19,rent,,,,1050.0,13.0,8.3043873E7,flat,Madrid,3,True,78.0,good,"Comillas, Madrid","Piso en avenida del Manzanares, 162",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/63/47/cd/610468479.jpg,https://www.idealista.com/inmueble/83043873/,POINT(-3.7087221 40.3956962)
"pasaje Doña Carlota, 16",1,es,flat,,4907,Chamartín,True,A-388,2,False,False,False,False,False,40.447743,-3.6629973,Madrid,Prosperidad,False,30,rent,,,,1000.0,15.0,8.2856885E7,flat,Madrid,3,True,66.0,good,"Prosperidad, Madrid","Piso en pasaje Doña Carlota, 16",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/5a/b3/613976277.jpg,https://www.idealista.com/inmueble/82856885/,POINT(-3.6629973 40.447743)
barrio El Viso,1,es,flat,penthouse,3920,Chamartín,True,,4,False,False,True,False,False,40.4464626,-3.6794177,Madrid,El Viso,False,21,rent,True,True,,1495.0,19.0,3.0857239E7,penthouse,Madrid,1,False,80.0,good,"El Viso, Madrid",Ático,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/97/3b/110539430.jpg,https://www.idealista.com/inmueble/30857239/,POINT(-3.6794177 40.4464626)
"calle Duque de Rivas, Madrid",2,es,flat,penthouse,331,Centro,True,3490-00395,5,False,False,True,False,False,40.4144268,-3.7067709,Madrid,Lavapiés-Embajadores,False,22,rent,,,,1950.0,13.0,8.2205976E7,penthouse,Madrid,2,False,150.0,good,"Lavapiés-Embajadores, Madrid","Ático en calle Duque de Rivas, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a6/c1/0d/593389250.jpg,https://www.idealista.com/inmueble/82205976/,POINT(-3.7067709 40.4144268)
calle de Claudio Coello,3,es,flat,,2395,Salamanca,True,236-2spg,1,False,False,True,False,False,40.4335096,-3.6865355,Madrid,Castellana,False,28,rent,,,,2100.0,16.0,8.2819473E7,flat,Madrid,4,False,135.0,good,"Castellana, Madrid",Piso en calle de Claudio Coello,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6d/c6/75/615756687.jpg,https://www.idealista.com/inmueble/82819473/,POINT(-3.6865355 40.4335096)
calle de la Ballesta,2,es,flat,penthouse,705,Centro,True,Ballesta,4,False,False,True,False,False,40.4229495,-3.7031335,Madrid,Malasaña-Universidad,False,21,rent,,,,2100.0,16.0,8.2839341E7,penthouse,Madrid,3,False,130.0,good,"Malasaña-Universidad, Madrid",Ático en calle de la Ballesta,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/eb/2f/606120812.jpg,https://www.idealista.com/inmueble/82839341/,POINT(-3.7031335 40.4229495)
"calle de la Costa Brava, Madrid",1,es,flat,,8816,Fuencarral,True,,6,False,False,True,False,False,40.4958,-3.71055,Madrid,Mirasierra,False,25,rent,True,True,,1000.0,13.0,8.3279666E7,flat,Madrid,1,False,75.0,good,"Mirasierra, Madrid","Piso en calle de la Costa Brava, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/f0/91/614912023.jpg,https://www.idealista.com/inmueble/83279666/,POINT(-3.71055 40.4958)
calle Fernando VII,3,es,flat,,7554,San Blas,True,VR181025,2,False,False,True,False,False,40.4365122,-3.6188038,Madrid,Simancas,False,32,rent,True,True,,2100.0,10.0,2.6718909E7,flat,Madrid,4,False,205.0,good,"Simancas, Madrid",Piso en calle Fernando VII,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ef/ad/83/45804744.jpg,https://www.idealista.com/inmueble/26718909/,POINT(-3.6188038 40.4365122)
hermosilla,1,es,flat,,2559,Salamanca,False,,5,False,False,True,False,False,40.4265003,-3.6768266,Madrid,Goya,False,8,rent,True,False,150.0,1050.0,18.0,8.3120796E7,flat,Madrid,1,False,60.0,good,"Goya, Madrid",Piso en hermosilla,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/d8/d1/613063302.jpg,https://www.idealista.com/inmueble/83120796/,POINT(-3.6768266 40.4265003)
"calle de Arturo Soria, Madrid, 162",1,es,flat,,5934,Ciudad Lineal,True,ARR.ART00,-1,False,False,False,False,False,40.4547301,-3.6550165,Madrid,San Juan Bautista,False,29,rent,True,True,,1000.0,14.0,8.2940098E7,flat,Madrid,2,True,71.0,good,"San Juan Bautista, Madrid","Piso en calle de Arturo Soria, Madrid, 162",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/b6/43/97/618011384.jpg,https://www.idealista.com/inmueble/82940098/,POINT(-3.6550165 40.4547301)
"calle Fuente Chica, Madrid, 14",2,es,flat,,8859,Fuencarral,True,CHICA/BAJO,-1,False,False,True,False,False,40.4956369,-3.690297,Madrid,Tres Olivos - Valverde,False,26,rent,True,True,,1000.0,15.0,8.2564063E7,flat,Madrid,2,True,65.0,good,"Tres Olivos - Valverde, Madrid","Piso en calle Fuente Chica, Madrid, 14",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/f9/05/600298417.jpg,https://www.idealista.com/inmueble/82564063/,POINT(-3.690297 40.4956369)
"avenida de Isaac Albéniz, 11",2,es,flat,,10012,Zona norte,True,,-1,False,False,True,False,False,40.457944,-3.809303,Pozuelo de Alarcón,Zona norte,False,17,rent,True,True,,1500.0,11.0,8.2958803E7,flat,Madrid,3,True,140.0,good,"Zona norte, Pozuelo de Alarcón","Piso en avenida de Isaac Albéniz, 11",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/57/1d/608685244.jpg,https://www.idealista.com/inmueble/82958803/,POINT(-3.809303 40.457944)
calle Duque de Alba,2,es,flat,,746,Centro,True,A1039-T,3,False,False,True,False,False,40.4099391,-3.7039733,Madrid,Lavapiés-Embajadores,False,54,rent,,,,1600.0,14.0,8.2583362E7,flat,Madrid,2,False,112.0,good,"Lavapiés-Embajadores, Madrid",Piso en calle Duque de Alba,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/46/00/600679453.jpg,https://www.idealista.com/inmueble/82583362/,POINT(-3.7039733 40.4099391)
"calle del Príncipe de Vergara, Madrid",1,es,flat,penthouse,3279,Salamanca,True,PV1,7,False,False,True,False,False,40.4380383,-3.6774763,Madrid,Castellana,False,20,rent,,,,1500.0,19.0,8.3287529E7,penthouse,Madrid,1,False,80.0,good,"Castellana, Madrid","Ático en calle del Príncipe de Vergara, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/39/78/615040014.jpg,https://www.idealista.com/inmueble/83287529/,POINT(-3.6774763 40.4380383)
paseo Ginebra,2,es,flat,,8562,San Blas,False,ensa-patri-ginebra,1,False,False,True,False,False,40.4209078,-3.6031631,Madrid,Rosas,False,16,rent,,,,1000.0,11.0,8.3340396E7,flat,Madrid,2,False,89.0,good,"Rosas, Madrid",Piso en paseo Ginebra,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/8d/c4/616133826.jpg,https://www.idealista.com/inmueble/83340396/,POINT(-3.6031631 40.4209078)
barrio Valderas - Los Castillos,2,es,flat,,10618,Valderas - Los Castillos,True,ALC243,-1,False,False,True,False,False,40.3544814,-3.7993325,Alcorcón,Valderas - Los Castillos,False,30,rent,True,True,,1050.0,12.0,8.3056532E7,flat,Madrid,3,False,87.0,good,"Valderas - Los Castillos, Alcorcón",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6a/e7/88/614587217.jpg,https://www.idealista.com/inmueble/83056532/,POINT(-3.7993325 40.3544814)
"calle Jesús del Valle, 23",1,es,flat,studio,904,Centro,False,,2,False,False,True,False,False,40.4247859,-3.7038396,Madrid,Malasaña-Universidad,False,14,rent,,,,1000.0,25.0,8.3195293E7,studio,Madrid,0,True,40.0,good,"Malasaña-Universidad, Madrid","Estudio en calle Jesús del Valle, 23",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/32/23/613216867.jpg,https://www.idealista.com/inmueble/83195293/,POINT(-3.7038396 40.4247859)
barrio Lavapiés-Embajadores,1,es,flat,,968,Centro,True,J 1599,3,False,False,True,False,False,40.4080421,-3.7024373,Madrid,Lavapiés-Embajadores,False,9,rent,,,,1000.0,13.0,8.3277287E7,flat,Madrid,1,False,75.0,good,"Lavapiés-Embajadores, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2a/a6/61/614876347.jpg,https://www.idealista.com/inmueble/83277287/,POINT(-3.7024373 40.4080421)
"calle de Almagro, Madrid",1,es,flat,,1822,Chamberí,False,ALMAGRO,-1,False,False,True,False,False,40.4311528,-3.694127,Madrid,Almagro,False,10,rent,,,,1000.0,20.0,8.2952735E7,flat,Madrid,2,False,50.0,good,"Almagro, Madrid","Piso en calle de Almagro, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/72/17/ef/608391004.jpg,https://www.idealista.com/inmueble/82952735/,POINT(-3.694127 40.4311528)
barrio Pacífico,2,es,flat,,2615,Retiro,True,GD-PISRET-A,5,False,False,True,False,False,40.4015818,-3.6804526,Madrid,Pacífico,False,6,rent,,,,1000.0,11.0,8.2897027E7,flat,Madrid,2,False,90.0,good,"Pacífico, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/49/b3/607175236.jpg,https://www.idealista.com/inmueble/82897027/,POINT(-3.6804526 40.4015818)
barrio Chueca-Justicia,2,es,flat,,839,Centro,True,50001508,0,False,False,True,False,False,40.4240465,-3.7021614,Madrid,Chueca-Justicia,False,39,rent,,,,2000.0,18.0,8.3081984E7,flat,Madrid,3,False,112.0,good,"Chueca-Justicia, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/da/97/611218568.jpg,https://www.idealista.com/inmueble/83081984/,POINT(-3.7021614 40.4240465)
"calle LONDRES, 12",1,es,flat,,3343,Salamanca,True,EAA031 LONDRES,4,False,False,True,False,False,40.4312583,-3.6696324,Madrid,Guindalera,False,17,rent,,,,1000.0,11.0,8.3129143E7,flat,Madrid,2,True,87.0,good,"Guindalera, Madrid","Piso en calle LONDRES, 12",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/33/a6/df/612052563.jpg,https://www.idealista.com/inmueble/83129143/,POINT(-3.6696324 40.4312583)
"calle del Amparo, 59",1,es,flat,,882,Centro,True,,3,False,False,True,False,False,40.4088421,-3.7023373,Madrid,Lavapiés-Embajadores,False,31,rent,,,,1000.0,17.0,8.2692155E7,flat,Madrid,2,True,60.0,good,"Lavapiés-Embajadores, Madrid","Piso en calle del Amparo, 59",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/a2/f0/602802003.jpg,https://www.idealista.com/inmueble/82692155/,POINT(-3.7023373 40.4088421)
"calle de Bocángel, 20",2,es,flat,,3696,Salamanca,True,,6,False,False,True,False,False,40.4283096,-3.6632603,Madrid,Fuente del Berro,False,39,rent,True,True,,2000.0,14.0,8.2642792E7,flat,Madrid,4,True,140.0,good,"Fuente del Berro, Madrid","Piso en calle de Bocángel, 20",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8a/f9/d3/601875278.jpg,https://www.idealista.com/inmueble/82642792/,POINT(-3.6632603 40.4283096)
"plaza Santo Domingo, 9 sn",1,es,flat,,614,Centro,True,,4,False,False,True,False,False,40.4205927,-3.7092496,Madrid,Palacio,False,22,rent,,,,1500.0,15.0,8.1843894E7,flat,Madrid,1,True,100.0,good,"Palacio, Madrid","Piso en plaza Santo Domingo, 9 sn",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/5f/b7/591074735.jpg,https://www.idealista.com/inmueble/81843894/,POINT(-3.7092496 40.4205927)
paseo Ginebra,2,es,flat,,8735,San Blas,False,ensa-fede-ginebra,1,False,False,True,False,False,40.4235078,-3.6013631,Madrid,Rosas,False,20,rent,,,,1000.0,11.0,8.294577E7,flat,Madrid,2,False,89.0,good,"Rosas, Madrid",Piso en paseo Ginebra,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/6c/5f/615549112.jpg,https://www.idealista.com/inmueble/82945770/,POINT(-3.6013631 40.4235078)
Zona Carretera del Plantío,3,es,flat,,14546,Zona Carretera del Plantío,False,37353028,1,False,False,True,False,False,40.4762185,-3.8572258,Majadahonda,,False,24,rent,True,True,,2100.0,9.0,8.2408129E7,flat,Madrid,5,False,245.0,good,"Zona Carretera del Plantío, Majadahonda",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/e2/de/614662186.jpg,https://www.idealista.com/inmueble/82408129/,POINT(-3.8572258 40.4762185)
